site,quarter,batch_idx,target_offset_h,start_row_index,start_datetime_NPT,start_T_C,start_RH_pct,start_solar_Wm2
namche,Q3,60,1440,5787,2012-08-30T08:45:00,6.26,85.7,359.36
namche,Q3,61,1464,5811,2012-08-31T08:45:00,7.3,82.6,396.91
namche,Q3,62,1488,5835,2013-09-01T08:45:00,6.9,89.69,538.8900000000001
namche,Q3,63,1512,5859,2013-09-02T08:45:00,5.71,92.3,44.38
namche,Q3,64,1536,5883,2013-09-03T08:45:00,6.09,88.95,514.13
namche,Q3,65,1560,5907,2013-09-04T08:45:00,5.36,92.25,269.65000000000003
namche,Q3,66,1584,5931,2013-09-05T08:45:00,6.16,70.95,664.35
namche,Q3,67,1608,5955,2013-09-06T08:45:00,4.05,76.25,510.33
namche,Q3,68,1632,5979,2013-09-07T08:45:00,4.56,73.45,450.82
namche,Q3,69,1656,6003,2013-09-08T08:45:00,4.01,88.75,592.13
namche,Q3,70,1680,6027,2013-09-09T08:45:00,4.84,70.7,607.9599999999999
namche,Q3,71,1704,6051,2013-09-10T08:45:00,5.09,68.1,735.03
namche,Q3,72,1728,6075,2013-09-11T08:45:00,5.62,54.05,765.57
namche,Q3,73,1752,6099,2013-09-12T08:45:00,5.06,88.85,565.83
namche,Q3,74,1776,6123,2013-09-13T08:45:00,5.37,68.1,747.43
namche,Q3,75,1800,6147,2013-09-14T08:45:00,4.46,79.2,720.1400000000001
namche,Q3,76,1824,6171,2013-09-15T08:45:00,3.97,76.15,643.57
namche,Q3,77,1848,6195,2013-09-16T08:45:00,4.78,65.4,734.5500000000001
namche,Q3,78,1872,6219,2013-09-17T08:45:00,5.14,73.55,576.5799999999999
namche,Q3,79,1896,6243,2013-09-18T08:45:00,5.7,76.5,478.88
namche,Q3,80,1920,6267,2013-09-19T08:45:00,6.81,79.55,601.52
namche,Q3,81,1944,6291,2013-09-20T08:45:00,6.53,76.55,748.45
namche,Q3,82,1968,6315,2013-09-21T08:45:00,6.15,70.95,773.49
namche,Q3,83,1992,6339,2013-09-22T08:45:00,7.28,56.55,802.0900000000001
namche,Q3,84,2016,6363,2013-09-23T08:45:00,7.06,68.5,736.9
namche,Q3,85,2040,6387,2013-09-24T08:45:00,6.33,70.95,755.3100000000001
namche,Q3,86,2064,6411,2013-09-25T08:45:00,6.04,63.15,694.6800000000001
namche,Q3,87,2088,6435,2013-09-26T08:45:00,6.19,73.7,630.99
namche,Q3,88,2112,6459,2013-09-27T08:45:00,6.47,82.55,580.69
namche,Q3,89,2136,6483,2013-09-28T08:45:00,5.47,82.4,650.5100000000001
namche,Q3,90,2160,6507,2013-09-29T08:45:00,4.29,76.25,756.79
namche,Q3,91,2184,6531,2013-09-30T08:45:00,4.85,79.3,567.9000000000001
namche,Q4,0,0,6555,2011-10-01T08:45:00,2.88,90.27,391.12
namche,Q4,1,24,6579,2011-10-02T08:45:00,1.93,85.3,649.92
namche,Q4,2,48,6603,2011-10-03T08:45:00,2.63,76.0,661.2900000000001
namche,Q4,3,72,6627,2011-10-04T08:45:00,1.64,82.0,348.99999999999994
namche,Q4,4,96,6651,2011-10-05T08:45:00,3.03,73.2,607.76
namche,Q4,5,120,6675,2011-10-06T08:45:00,3.54,65.2,784.61
namche,Q4,6,144,6699,2011-10-07T08:45:00,2.63,76.0,730.4300000000001
namche,Q4,7,168,6723,2011-10-08T08:45:00,2.76,47.15,807.78
namche,Q4,8,192,6747,2011-10-09T08:45:00,2.62,43.45,846.5500000000001
namche,Q4,9,216,6771,2011-10-10T08:45:00,3.28,26.5,898.66
namche,Q4,10,240,6795,2011-10-11T08:45:00,4.78,34.45,872.18
namche,Q4,11,264,6819,2011-10-12T08:45:00,5.73,42.55,809.3
namche,Q4,12,288,6843,2011-10-13T08:45:00,6.15,50.05,776.74
namche,Q4,13,312,6867,2011-10-14T08:45:00,5.7,58.45,719.41
namche,Q4,14,336,6891,2011-10-15T08:45:00,4.39,62.95,735.6199999999999
namche,Q4,15,360,6915,2011-10-16T08:45:00,3.62,20.45,800.36
namche,Q4,16,384,6939,2011-10-17T08:45:00,3.11,27.55,870.4399999999999
namche,Q4,17,408,6963,2011-10-18T08:45:00,1.93,32.35,892.9499999999999
namche,Q4,18,432,6987,2011-10-19T08:45:00,2.25,23.95,903.61
namche,Q4,19,456,7011,2011-10-20T08:45:00,3.23,26.4,890.3000000000001
namche,Q4,20,480,7035,2011-10-21T08:45:00,-1.92,100.0,111.31
namche,Q4,21,504,7059,2011-10-22T08:45:00,-4.76,60.95,865.26
namche,Q4,22,528,7083,2011-10-23T08:45:00,-3.44,26.9,926.22
namche,Q4,23,552,7107,2011-10-24T08:45:00,-0.7,19.4,922.29
namche,Q4,24,576,7131,2011-10-25T08:45:00,-2.42,14.3,891.1199999999999
namche,Q4,25,600,7155,2011-10-26T08:45:00,-3.66,25.7,864.1700000000001
namche,Q4,26,624,7179,2011-10-27T08:45:00,-1.79,26.15,855.87
namche,Q4,27,648,7203,2011-10-28T08:45:00,-4.68,20.35,881.89
namche,Q4,28,672,7227,2011-10-29T08:45:00,-2.13,34.0,804.8699999999999
namche,Q4,29,696,7251,2011-10-30T08:45:00,-4.28,34.95,891.5
namche,Q4,30,720,7275,2011-10-31T08:45:00,-4.3,38.15,654.27
namche,Q4,31,744,7299,2020-11-01T08:45:00,0.49,55.16,886.77
namche,Q4,32,768,7323,2020-11-02T08:45:00,2.41,29.85,885.18
namche,Q4,33,792,7347,2020-11-03T08:45:00,1.77,29.55,872.27
namche,Q4,34,816,7371,2020-11-04T08:45:00,-1.59,52.2,859.8599999999999
namche,Q4,35,840,7395,2020-11-05T08:45:00,-1.66,14.5,957.41
namche,Q4,36,864,7419,2020-11-06T08:45:00,-1.32,12.0,950.34
namche,Q4,37,888,7443,2020-11-07T08:45:00,-0.95,19.3,874.4300000000001
namche,Q4,38,912,7467,2020-11-08T08:45:00,0.64,28.05,884.06
namche,Q4,39,936,7491,2020-11-09T08:45:00,0.63,48.6,889.38
namche,Q4,40,960,7515,2020-11-10T08:45:00,-0.62,46.35,894.0799999999999
namche,Q4,41,984,7539,2020-11-11T08:45:00,-0.22,31.6,888.65
namche,Q4,42,1008,7563,2020-11-12T08:45:00,1.0,19.8,908.48
namche,Q4,43,1032,7587,2020-11-13T08:45:00,1.13,17.3,927.73
namche,Q4,44,1056,7611,2020-11-14T08:45:00,-0.44,23.25,948.52
namche,Q4,45,1080,7635,2020-11-15T08:45:00,0.92,33.45,924.16
namche,Q4,46,1104,7659,2020-11-16T08:45:00,-1.56,40.55,863.5400000000001
namche,Q4,47,1128,7683,2020-11-17T08:45:00,-4.62,15.35,920.56
namche,Q4,48,1152,7707,2020-11-18T08:45:00,-3.7,19.55,951.27
namche,Q4,49,1176,7731,2020-11-19T08:45:00,-3.23,17.1,945.57
namche,Q4,50,1200,7755,2020-11-20T08:45:00,-4.52,12.05,944.82
namche,Q4,51,1224,7779,2020-11-21T08:45:00,-4.97,6.2,912.25
namche,Q4,52,1248,7803,2020-11-22T08:45:00,-6.96,13.4,934.35
namche,Q4,53,1272,7827,2020-11-23T08:45:00,-4.03,21.45,889.9000000000001
namche,Q4,54,1296,7851,2020-11-24T08:45:00,-4.2,20.45,921.56
namche,Q4,55,1320,7875,2020-11-25T08:45:00,-2.52,15.7,911.19
namche,Q4,56,1344,7899,2020-11-26T08:45:00,-2.23,21.7,748.99
namche,Q4,57,1368,7923,2020-11-27T08:45:00,-4.4,39.85,277.54
namche,Q4,58,1392,7947,2020-11-28T08:45:00,-3.69,20.6,920.11
namche,Q4,59,1416,7971,2020-11-29T08:45:00,-0.68,32.85,882.0699999999999
namche,Q4,60,1440,7995,2020-11-30T08:45:00,-1.58,34.15,875.7800000000001
namche,Q4,61,1464,8019,2005-12-01T08:45:00,-2.53,21.85,888.05
namche,Q4,62,1488,8043,2005-12-02T08:45:00,-1.8,10.9,909.04
namche,Q4,63,1512,8067,2005-12-03T08:45:00,-0.94,6.8,934.61
namche,Q4,64,1536,8091,2005-12-04T08:45:00,-3.33,15.6,870.59
namche,Q4,65,1560,8115,2005-12-05T08:45:00,-4.05,9.9,934.88
namche,Q4,66,1584,8139,2005-12-06T08:45:00,-2.31,5.65,919.99
namche,Q4,67,1608,8163,2005-12-07T08:45:00,-4.8,2.35,904.33
namche,Q4,68,1632,8187,2005-12-08T08:45:00,-6.47,6.65,927.68
namche,Q4,69,1656,8211,2005-12-09T08:45:00,-5.55,11.2,902.33
namche,Q4,70,1680,8235,2005-12-10T08:45:00,-5.22,6.8,881.4900000000001
namche,Q4,71,1704,8259,2005-12-11T08:45:00,-6.09,4.85,923.35
namche,Q4,72,1728,8283,2005-12-12T08:45:00,-4.13,7.7,915.53
namche,Q4,73,1752,8307,2005-12-13T08:45:00,-4.45,5.7,927.55
namche,Q4,74,1776,8331,2005-12-14T08:45:00,-2.53,27.15,871.54
namche,Q4,75,1800,8355,2005-12-15T08:45:00,-2.62,4.3,903.57
namche,Q4,76,1824,8379,2005-12-16T08:45:00,-1.88,3.8,897.09
namche,Q4,77,1848,8403,2005-12-17T08:45:00,-2.11,6.95,875.4800000000001
namche,Q4,78,1872,8427,2005-12-18T08:45:00,-4.84,5.3,899.05
namche,Q4,79,1896,8451,2005-12-19T08:45:00,-4.71,11.4,863.72
namche,Q4,80,1920,8475,2005-12-20T08:45:00,-4.99,6.15,884.5600000000001
namche,Q4,81,1944,8499,2005-12-21T08:45:00,-4.96,15.95,706.07
namche,Q4,82,1968,8523,2005-12-22T08:45:00,-7.88,24.55,780.8299999999999
namche,Q4,83,1992,8547,2005-12-23T08:45:00,-8.44,12.4,807.81
namche,Q4,84,2016,8571,2005-12-24T08:45:00,-8.75,7.85,797.1000000000001
namche,Q4,85,2040,8595,2005-12-25T08:45:00,-8.84,35.3,764.0699999999999
namche,Q4,86,2064,8619,2005-12-26T08:45:00,-9.61,9.45,908.78
namche,Q4,87,2088,8643,2005-12-27T08:45:00,-5.26,16.6,810.34
namche,Q4,88,2112,8667,2005-12-28T08:45:00,-6.76,31.25,845.48
namche,Q4,89,2136,8691,2005-12-29T08:45:00,-7.42,31.1,830.6099999999999
namche,Q4,90,2160,8715,2005-12-30T08:45:00,-5.45,11.3,886.93
namche,Q4,91,2184,8739,2005-12-31T08:45:00,-4.53,5.3,892.15
