T_C,RH,v_ms,d_mm,K_logged,K_recomputed,rel_err
28.38605234,0.5139297618,1.1,6,4.158001907e-05,4.158001907e-05,0
26.63432608,0.5976182738,1.1,6,3.407752597e-05,3.407752597e-05,0
25.18562257,0.6765028005,1.1,6,2.840840598e-05,2.840840598e-05,0
23.97412321,0.7500833078,1.1,6,2.406780908e-05,2.406780908e-05,0
22.95106201,0.818212361,1.1,6,2.069996499e-05,2.069996499e-05,0
45,0.1081010897,1.1,6,0.0001352726854,0.0001352726854,0
40.37424251,0.1731883826,1.1,6,0.0001064492225,0.0001064492225,0
36.4529674,0.2509171149,1.1,6,8.32733707e-05,8.32733707e-05,0
33.21778112,0.3363749443,1.1,6,6.537351275e-05,6.537351275e-05,0
30.58205934,0.424566866,1.1,6,5.188344864e-05,5.188344864e-05,0
28.43687197,0.5116671625,1.1,6,4.180826579e-05,4.180826579e-05,0
26.67967869,0.5952868786,1.1,6,3.426367287e-05,3.426367287e-05,0
25.22574624,0.6741782676,1.1,6,2.855907496e-05,2.855907496e-05,0
24.00952813,0.7478152895,1.1,6,2.418980106e-05,2.418980106e-05,0
22.98226678,0.8160353769,1.1,6,2.079902813e-05,2.079902813e-05,0
45,0.1080993808,1.1,6,0.0001352730899,0.0001352730899,0
40.41163813,0.1725555583,1.1,6,0.0001066771251,0.0001066771251,0
36.50693126,0.2496673251,1.1,6,8.358314289e-05,8.358314289e-05,0
33.27577649,0.3346317865,1.1,6,6.568314467e-05,6.568314467e-05,0
30.63777489,0.4224932341,1.1,6,5.215737017e-05,5.215737017e-05,0
28.48776465,0.5094107695,1.1,6,4.203737895e-05,4.203737895e-05,0
26.72512976,0.5929591866,1.1,6,3.445070136e-05,3.445070136e-05,0
25.26597461,0.671855457,1.1,6,2.871053861e-05,2.871053861e-05,0
24.04503537,0.7455474711,1.1,6,2.431247294e-05,2.431247294e-05,0
23.0135697,0.8138573063,1.1,6,2.089866422e-05,2.089866422e-05,0
45,0.1080976678,1.1,6,0.0001352734954,0.0001352734954,0
40.44873259,0.1719297112,1.1,6,0.0001069032965,0.0001069032965,0
36.5606583,0.2484284311,1.1,6,8.389186175e-05,8.389186175e-05,0
33.3336755,0.3328997036,1.1,6,6.59927388e-05,6.59927388e-05,0
30.69350233,0.4204285847,1.1,6,5.243190058e-05,5.243190058e-05,0
28.53872968,0.5071606131,1.1,6,4.226735586e-05,4.226735586e-05,0
26.7706791,0.5906352287,1.1,6,3.463861264e-05,3.463861264e-05,0
25.30630783,0.6695343936,1.1,6,2.886279988e-05,2.886279988e-05,0
24.0806452,0.7432798725,1.1,6,2.443582808e-05,2.443582808e-05,0
23.04497097,0.8116781713,1.1,6,2.099887626e-05,2.099887626e-05,0
45,0.1080959509,1.1,6,0.0001352739018,0.0001352739018,0
40.48552829,0.1713107494,1.1,6,0.0001071277487,0.0001071277487,0
36.6141482,0.2472003448,1.1,6,8.419951995e-05,8.419951995e-05,0
33.39147657,0.3311786621,1.1,6,6.630228193e-05,6.630228193e-05,0
30.7492403,0.4183729296,1.1,6,5.270703107e-05,5.270703107e-05,0
28.58976631,0.5049167239,1.1,6,4.249819368e-05,4.249819368e-05,0
26.81632654,0.5883150363,1.1,6,3.482740781e-05,3.482740781e-05,0
25.34674602,0.6672151025,1.1,6,2.901586169e-05,2.901586169e-05,0
24.11635786,0.7410125137,1.1,6,2.455986984e-05,2.455986984e-05,0
23.07647079,0.8094979941,1.1,6,2.109966721e-05,2.109966721e-05,0
45,0.1080942299,1.1,6,0.0001352743092,0.0001352743092,0
40.52202762,0.1706985823,1.1,6,0.0001073504934,0.0001073504934,0
36.66740067,0.2459829788,1.1,6,8.450611031e-05,8.450611031e-05,0
33.44917812,0.3294686282,1.1,6,6.661176084e-05,6.661176084e-05,0
30.80498741,0.4163262805,1.1,6,5.298275273e-05,5.298275273e-05,0
28.64087381,0.5026791328,1.1,6,4.272988943e-05,4.272988943e-05,0
26.86207184,0.585998641,1.1,6,3.50170879e-05,3.50170879e-05,0
25.38728927,0.6648976094,1.1,6,2.916972695e-05,2.916972695e-05,0
24.1521736,0.7387454152,1.1,6,2.468460157e-05,2.468460157e-05,0
23.10806938,0.8073167968,1.1,6,2.120104008e-05,2.120104008e-05,0
45,0.1080925049,1.1,6,0.0001352747175,0.0001352747175,0
40.55823295,0.170093121,1.1,6,0.0001075715426,0.0001075715426,0
36.72041543,0.2447762461,1.1,6,8.481162581e-05,8.481162581e-05,0
33.50677858,0.3277695677,1.1,6,6.692116231e-05,6.692116231e-05,0
30.86074226,0.4142886484,1.1,6,5.325905653e-05,5.325905653e-05,0
28.69205139,0.5004478706,1.1,6,4.296244004e-05,4.296244004e-05,0
26.90791479,0.583686075,1.1,6,3.520765386e-05,3.520765386e-05,0
25.42793771,0.6625819406,1.1,6,2.932439849e-05,2.932439849e-05,0
24.18809266,0.7364785977,1.1,6,2.481002661e-05,2.481002661e-05,0
23.13976694,0.8051346012,1.1,6,2.130299789e-05,2.130299789e-05,0
45,0.1080907759,1.1,6,0.0001352751268,0.0001352751268,0
40.59414662,0.1694942776,1.1,6,0.000107790908,0.000107790908,0
36.7731922,0.2435800603,1.1,6,8.511605961e-05,8.511605961e-05,0
33.56427641,0.3260814462,1.1,6,6.723047316e-05,6.723047316e-05,0
30.91650345,0.4122600445,1.1,6,5.353593331e-05,5.353593331e-05,0
28.74329827,0.4982229684,1.1,6,4.319584228e-05,4.319584228e-05,0
26.95385515,0.5813773709,1.1,6,3.539910654e-05,3.539910654e-05,0
25.46869142,0.6602681228,1.1,6,2.947987912e-05,2.947987912e-05,0
24.22411528,0.7342120825,1.1,6,2.493614831e-05,2.493614831e-05,0
23.1715637,0.8029514295,1.1,6,2.140554367e-05,2.140554367e-05,0
45,0.1080890429,1.1,6,0.000135275537,0.000135275537,0
40.62977098,0.168901966,1.1,6,0.0001080086012,0.0001080086012,0
36.82573076,0.2423943355,1.1,6,8.541940502e-05,8.541940502e-05,0
33.62167003,0.324404229,1.1,6,6.753968021e-05,6.753968021e-05,0
30.97226956,0.4102404794,1.1,6,5.381337381e-05,5.381337381e-05,0
28.79461366,0.4960044572,1.1,6,4.343009283e-05,4.343009283e-05,0
26.99989267,0.5790725616,1.1,6,3.559144673e-05,3.559144673e-05,0
25.50955049,0.6579561829,1.1,6,2.963617162e-05,2.963617162e-05,0
24.26024168,0.7319458908,1.1,6,2.506296997e-05,2.506296997e-05,0
23.20345987,0.8007673036,1.1,6,2.150868045e-05,2.150868045e-05,0
45,0.1080873058,1.1,6,0.0001352759482,0.0001352759482,0
40.66510833,0.1683161012,1.1,6,0.000108224634,0.000108224634,0
36.87803086,0.2412189863,1.1,6,8.57216555e-05,8.57216555e-05,0
33.67895789,0.322737881,1.1,6,6.784877029e-05,6.784877029e-05,0
31.02803915,0.4082299636,1.1,6,5.409136866e-05,5.409136866e-05,0
28.84599673,0.4937923684,1.1,6,4.366518819e-05,4.366518819e-05,0
27.04602706,0.5767716805,1.1,6,3.578467512e-05,3.578467512e-05,0
25.55051499,0.6556461486,1.1,6,2.979327871e-05,2.979327871e-05,0
24.2964721,0.7296800446,1.1,6,2.519049492e-05,2.519049492e-05,0
23.23545566,0.7985822455,1.1,6,2.16124113e-05,2.16124113e-05,0
45,0.1080855647,1.1,6,0.0001352763603,0.0001352763603,0
40.70016097,0.1677365995,1.1,6,0.0001084390178,0.0001084390178,0
36.9300923,0.2400539277,1.1,6,8.60228047e-05,8.60228047e-05,0
33.73613846,0.3210823666,1.1,6,6.815773027e-05,6.815773027e-05,0
31.08381078,0.4062285071,1.1,6,5.436990836e-05,5.436990836e-05,0
28.89744664,0.4915867332,1.1,6,4.39011248e-05,4.39011248e-05,0
27.09225806,0.5744747612,1.1,6,3.597879232e-05,3.597879232e-05,0
25.59158499,0.653338048,1.1,6,2.995120308e-05,2.995120308e-05,0
24.33280676,0.727414566,1.1,6,2.531872646e-05,2.531872646e-05,0
23.26755129,0.7963962771,1.1,6,2.171673928e-05,2.171673928e-05,0
45,0.1080838196,1.1,6,0.0001352767734,0.0001352767734,0
40.73493119,0.1671633787,1.1,6,0.0001086517644,0.0001086517644,0
36.98191489,0.2388990755,1.1,6,8.632284641e-05,8.632284641e-05,0
33.79321019,0.3194376501,1.1,6,6.846654704e-05,6.846654704e-05,0
31.139583,0.4042361198,1.1,6,5.464898332e-05,5.464898332e-05,0
28.94896255,0.4893875829,1.1,6,4.413789891e-05,4.413789891e-05,0
27.13858537,0.5721818377,1.1,6,3.617379884e-05,3.617379884e-05,0
25.63276055,0.6510319094,1.1,6,3.010994738e-05,3.010994738e-05,0
24.36924587,0.7251494776,1.1,6,2.544766789e-05,2.544766789e-05,0
23.29974699,0.7942094206,1.1,6,2.182166748e-05,2.182166748e-05,0
45,0.1080820705,1.1,6,0.0001352771875,0.0001352771875,0
40.76942124,0.1665963577,1.1,6,0.000108862885,0.000108862885,0
37.03349846,0.2377543456,1.1,6,8.662177459e-05,8.662177459e-05,0
33.85017156,0.3178036953,1.1,6,6.877520751e-05,6.877520751e-05,0
31.19535433,0.402252811,1.1,6,5.492858383e-05,5.492858383e-05,0
29.00054357,0.487194949,1.1,6,4.437550668e-05,4.437550668e-05,0
27.18500866,0.5698929445,1.1,6,3.636969513e-05,3.636969513e-05,0
25.67404171,0.6487277617,1.1,6,3.026951421e-05,3.026951421e-05,0
24.40578967,0.7228848021,1.1,6,2.557732249e-05,2.557732249e-05,0
23.33204297,0.792021698,1.1,6,2.192719897e-05,2.192719897e-05,0
45,0.1080803173,1.1,6,0.0001352776025,0.0001352776025,0
40.80363336,0.1660354568,1.1,6,0.0001090723913,0.0001090723913,0
37.08484285,0.2366196548,1.1,6,8.691958335e-05,8.691958335e-05,0
33.90702103,0.3161804659,1.1,6,6.908369863e-05,6.908369863e-05,0
31.25112331,0.4002785898,1.1,6,5.520870008e-05,5.520870008e-05,0
29.05218882,0.4850088628,1.1,6,4.461394414e-05,4.461394414e-05,0
27.23152762,0.5676081161,1.1,6,3.656648151e-05,3.656648151e-05,0
25.71542851,0.6464256342,1.1,6,3.042990612e-05,3.042990612e-05,0
24.44243834,0.7206205628,1.1,6,2.570769352e-05,2.570769352e-05,0
23.36443946,0.7898331315,1.1,6,2.203333687e-05,2.203333687e-05,0
45,0.1080785601,1.1,6,0.0001352780184,0.0001352780184,0
40.83756977,0.1654805974,1.1,6,0.0001092802944,0.0001092802944,0
37.13594792,0.2354949201,1.1,6,8.721626697e-05,8.721626697e-05,0
33.96375709,0.314567925,1.1,6,6.939200738e-05,6.939200738e-05,0
31.30688844,0.398313465,1.1,6,5.548932216e-05,5.548932216e-05,0
29.10389741,0.4828293557,1.1,6,4.485320718e-05,4.485320718e-05,0
27.27814191,0.5653273876,1.1,6,3.676415826e-05,3.676415826e-05,0
25.75692098,0.6441255567,1.1,6,3.059112563e-05,3.059112563e-05,0
24.4791921,0.7183567833,1.1,6,2.583878426e-05,2.583878426e-05,0
23.39693666,0.7876437431,1.1,6,2.214008428e-05,2.214008428e-05,0
45,0.1080767989,1.1,6,0.0001352784353,0.0001352784353,0
40.87123269,0.1649317023,1.1,6,0.0001094866058,0.0001094866058,0
37.18681357,0.2343800593,1.1,6,8.751181989e-05,8.751181989e-05,0
34.02037823,0.3129660356,1.1,6,6.970012078e-05,6.970012078e-05,0
31.36264823,0.3963574448,1.1,6,5.577044006e-05,5.577044006e-05,0
29.1556684,0.4806564592,1.1,6,4.509329158e-05,4.509329158e-05,0
27.32485117,0.5630507942,1.1,6,3.696272553e-05,3.696272553e-05,0
25.79851914,0.6418275593,1.1,6,3.07531752e-05,3.07531752e-05,0
24.51605115,0.7160934874,1.1,6,2.597059794e-05,2.597059794e-05,0
23.42953482,0.7854535553,1.1,6,2.224744433e-05,2.224744433e-05,0
45,0.1080750336,1.1,6,0.0001352788532,0.0001352788532,0
40.90462431,0.1643886952,1.1,6,0.0001096913366,0.0001096913366,0
37.23743968,0.2332749905,1.1,6,8.780623669e-05,8.780623669e-05,0
34.07688296,0.3113747601,1.1,6,7.00080259e-05,7.00080259e-05,0
31.41840117,0.3944105373,1.1,6,5.605204367e-05,5.605204367e-05,0
29.20750086,0.4784902046,1.1,6,4.533419297e-05,4.533419297e-05,0
27.37165502,0.5607783716,1.1,6,3.71621834e-05,3.71621834e-05,0
25.84022298,0.6395316726,1.1,6,3.091605725e-05,3.091605725e-05,0
24.55301568,0.7138306994,1.1,6,2.610313779e-05,2.610313779e-05,0
23.46223414,0.7832625903,1.1,6,2.235542014e-05,2.235542014e-05,0
45,0.1080732643,1.1,6,0.000135279272,0.000135279272,0
40.93774679,0.1638515012,1.1,6,0.0001098944981,0.0001098944981,0
37.28782616,0.2321796323,1.1,6,8.809951214e-05,8.809951214e-05,0
34.13326978,0.3097940609,1.1,6,7.031570984e-05,7.031570984e-05,0
31.47414576,0.3924727499,1.1,6,5.633412277e-05,5.633412277e-05,0
29.25939384,0.4763306233,1.1,6,4.557590687e-05,4.557590687e-05,0
27.41855309,0.5585101557,1.1,6,3.736253184e-05,3.736253184e-05,0
25.88203252,0.6372379275,1.1,6,3.107977415e-05,3.107977415e-05,0
24.59008589,0.7115684439,1.1,6,2.623640703e-05,2.623640703e-05,0
23.49503485,0.7810708707,1.1,6,2.246401484e-05,2.246401484e-05,0
45,0.108071491,1.1,6,0.0001352796918,0.0001352796918,0
40.9706023,0.1633200464,1.1,6,0.0001100961014,0.0001100961014,0
37.33797297,0.2310939039,1.1,6,8.839164113e-05,8.839164113e-05,0
34.1895372,0.3082238997,1.1,6,7.062315974e-05,7.062315974e-05,0
31.52988045,0.3905440898,1.1,6,5.661666707e-05,5.661666707e-05,0
29.31134638,0.4741777465,1.1,6,4.581842867e-05,4.581842867e-05,0
27.46554497,0.5562461824,1.1,6,3.756377074e-05,3.756377074e-05,0
25.92394773,0.6349463554,1.1,6,3.124432823e-05,3.124432823e-05,0
24.62726194,0.7093067458,1.1,6,2.637040886e-05,2.637040886e-05,0
23.52793717,0.7788784189,1.1,6,2.257323158e-05,2.257323158e-05,0
45,0.1080697136,1.1,6,0.0001352801125,0.0001352801125,0
41.00319296,0.1627942583,1.1,6,0.0001102961576,0.0001102961576,0
37.38788004,0.230017725,1.1,6,8.868261874e-05,8.868261874e-05,0
34.24568376,0.3066642382,1.1,6,7.093036281e-05,7.093036281e-05,0
31.58560373,0.3886245639,1.1,6,5.689966616e-05,5.689966616e-05,0
29.36335747,0.4720316055,1.1,6,4.606175364e-05,4.606175364e-05,0
27.51263025,0.5539864884,1.1,6,3.77658999e-05,3.77658999e-05,0
25.9659686,0.6326569879,1.1,6,3.140972175e-05,3.140972175e-05,0
24.66454403,0.7070456305,1.1,6,2.650514646e-05,2.650514646e-05,0
23.56094131,0.7766852577,1.1,6,2.268307351e-05,2.268307351e-05,0
45,0.1080679322,1.1,6,0.0001352805342,0.0001352805342,0
41.0355209,0.1622740651,1.1,6,0.0001104946777,0.0001104946777,0
37.43754734,0.2289510158,1.1,6,8.897244017e-05,8.897244017e-05,0
34.301708,0.3051150377,1.1,6,7.123730629e-05,7.123730629e-05,0
31.64131406,0.3867141783,1.1,6,5.718310958e-05,5.718310958e-05,0
29.41542613,0.4698922314,1.1,6,4.630587691e-05,4.630587691e-05,0
27.55980851,0.55173111,1.1,6,3.796891902e-05,3.796891902e-05,0
26.00809509,0.6303698573,1.1,6,3.157595693e-05,3.157595693e-05,0
24.70193233,0.7047851235,1.1,6,2.6640623e-05,2.6640623e-05,0
23.59404751,0.7744914098,1.1,6,2.279354379e-05,2.279354379e-05,0
45,0.1080661468,1.1,6,0.0001352809569,0.0001352809569,0
41.06758823,0.1617593965,1.1,6,0.0001106916726,0.0001106916726,0
37.48697487,0.227893697,1.1,6,8.926110081e-05,8.926110081e-05,0
34.35760846,0.303576259,1.1,6,7.154397748e-05,7.154397748e-05,0
31.69700988,0.3848129389,1.1,6,5.746698673e-05,5.746698673e-05,0
29.46755134,0.4677596552,1.1,6,4.65507935e-05,4.65507935e-05,0
27.6070793,0.5494800843,1.1,6,3.817282769e-05,3.817282769e-05,0
26.05032716,0.628084996,1.1,6,3.174303595e-05,3.174303595e-05,0
24.73942701,0.7025252508,1.1,6,2.677684163e-05,2.677684163e-05,0
23.62725598,0.7722968982,1.1,6,2.290464557e-05,2.290464557e-05,0
45,0.1080643573,1.1,6,0.0001352813805,0.0001352813805,0
41.09939703,0.1612501828,1.1,6,0.0001108871532,0.0001108871532,0
37.53616262,0.2268456899,1.1,6,8.954859617e-05,8.954859617e-05,0
34.4133837,0.3020478627,1.1,6,7.185036375e-05,7.185036375e-05,0
31.75268964,0.3829208513,1.1,6,5.775128697e-05,5.775128697e-05,0
29.51973206,0.465633908,1.1,6,4.679649828e-05,4.679649828e-05,0
27.65444215,0.5472334483,1.1,6,3.837762543e-05,3.837762543e-05,0
26.09266475,0.6258024369,1.1,6,3.191096092e-05,3.191096092e-05,0
24.77702822,0.7002660389,1.1,6,2.691380548e-05,2.691380548e-05,0
23.66056694,0.7701017459,1.1,6,2.301638203e-05,2.301638203e-05,0
45,0.1080625638,1.1,6,0.0001352818051,0.0001352818051,0
41.13094938,0.1607463558,1.1,6,0.0001110811305,0.0001110811305,0
37.58511061,0.225806916,1.1,6,8.983492194e-05,8.983492194e-05,0
34.46903228,0.3005298093,1.1,6,7.215645252e-05,7.215645252e-05,0
31.80835178,0.3810379204,1.1,6,5.803599956e-05,5.803599956e-05,0
29.57196726,0.4635150205,1.1,6,4.704298602e-05,4.704298602e-05,0
27.70189661,0.5449912392,1.1,6,3.858331164e-05,3.858331164e-05,0
26.13510781,0.6235222133,1.1,6,3.207973391e-05,3.207973391e-05,0
24.81473612,0.6980075142,1.1,6,2.705151766e-05,2.705151766e-05,0
23.6939806,0.7679059762,1.1,6,2.312875633e-05,2.312875633e-05,0
45,0.1080607662,1.1,6,0.0001352822306,0.0001352822306,0
41.16224732,0.1602478481,1.1,6,0.000111273615,0.000111273615,0
37.63381887,0.2247772978,1.1,6,9.012007394e-05,9.012007394e-05,0
34.5245528,0.2990220587,1.1,6,7.246223126e-05,7.246223126e-05,0
31.86399473,0.3791641507,1.1,6,5.832111366e-05,5.832111366e-05,0
29.62425586,0.4614030233,1.1,6,4.729025136e-05,4.729025136e-05,0
27.74944217,0.5427534946,1.1,6,3.878988564e-05,3.878988564e-05,0
26.17765625,0.6212443586,1.1,6,3.224935692e-05,3.224935692e-05,0
24.85255087,0.6957497038,1.1,6,2.718998126e-05,2.718998126e-05,0
23.72749719,0.7657096125,1.1,6,2.324177165e-05,2.324177165e-05,0
45,0.108060378,1.1,6,0.0001352823225,0.0001352823225,0
41.19330323,0.1597561513,1.1,6,0.0001114643454,0.0001114643454,0
37.68230722,0.2237584178,1.1,6,9.040383565e-05,9.040383565e-05,0
34.57997162,0.2975262776,1.1,6,7.276752806e-05,7.276752806e-05,0
31.9196512,0.3773012484,1.1,6,5.860650237e-05,5.860650237e-05,0
29.67663608,0.459299605,1.1,6,4.75382061e-05,4.75382061e-05,0
27.7971214,0.5405218421,1.1,6,3.89972884e-05,3.89972884e-05,0
26.22035585,0.618970417,1.1,6,3.241979121e-05,3.241979121e-05,0
24.89052056,0.6934940612,1.1,6,2.732917116e-05,2.732917116e-05,0
23.76116644,0.7635140196,1.1,6,2.335541192e-05,2.335541192e-05,0
45,0.1080599858,1.1,6,0.0001352824153,0.0001352824153,0
41.22410856,0.1592696411,1.1,6,0.000111653603,0.000111653603,0
37.7305556,0.2227485397,1.1,6,9.068641336e-05,9.068641336e-05,0
34.63525916,0.2960407213,1.1,6,7.307248738e-05,7.307248738e-05,0
31.97528493,0.3754475207,1.1,6,5.889226828e-05,5.889226828e-05,0
29.72906719,0.457203146,1.1,6,4.778692527e-05,4.778692527e-05,0
27.84489043,0.5382947389,1.1,6,3.920557564e-05,3.920557564e-05,0
26.26316042,0.6166989226,1.1,6,3.259107812e-05,3.259107812e-05,0
24.92859717,0.6912391982,1.1,6,2.746911764e-05,2.746911764e-05,0
23.79493889,0.76131789,1.1,6,2.346969883e-05,2.346969883e-05,0
45,0.1080595895,1.1,6,0.0001352825092,0.0001352825092,0
41.25466531,0.158788253,1.1,6,0.0001118413985,0.0001118413985,0
37.7785641,0.2217475871,1.1,6,9.096780336e-05,9.096780336e-05,0
34.69041402,0.2945653487,1.1,6,7.337709692e-05,7.337709692e-05,0
32.03089434,0.3736029706,1.1,6,5.917840035e-05,5.917840035e-05,0
29.78154809,0.4551136762,1.1,6,4.803640312e-05,4.803640312e-05,0
27.89274873,0.536072223,1.1,6,3.941474635e-05,3.941474635e-05,0
26.30606985,0.6144299101,1.1,6,3.276321946e-05,3.276321946e-05,0
24.96678085,0.6889851427,1.1,6,2.760982372e-05,2.760982372e-05,0
23.82881473,0.7591212476,1.1,6,2.358463555e-05,2.358463555e-05,0
45,0.1080591891,1.1,6,0.0001352826039,0.0001352826039,0
41.28497549,0.1583119238,1.1,6,0.0001120277424,0.0001120277424,0
37.82633281,0.2207554841,1.1,6,9.124800209e-05,9.124800209e-05,0
34.74543483,0.2931001185,1.1,6,7.368134443e-05,7.368134443e-05,0
32.08647784,0.3717676006,1.1,6,5.946488744e-05,5.946488744e-05,0
29.83407765,0.4530312256,1.1,6,4.828663378e-05,4.828663378e-05,0
27.94069575,0.5338543323,1.1,6,3.962479942e-05,3.962479942e-05,0
26.34908401,0.6121634143,1.1,6,3.293621701e-05,3.293621701e-05,0
25.00507171,0.6867319231,1.1,6,2.775129239e-05,2.775129239e-05,0
23.86279419,0.7569241162,1.1,6,2.370022525e-05,2.370022525e-05,0
45,0.1080587848,1.1,6,0.0001352826997,0.0001352826997,0
41.31504107,0.1578405907,1.1,6,0.0001122126452,0.0001122126452,0
37.87386188,0.2197721555,1.1,6,9.152700615e-05,9.152700615e-05,0
34.80032024,0.291644989,1.1,6,7.398521774e-05,7.398521774e-05,0
32.14203383,0.3699414128,1.1,6,5.975171836e-05,5.975171836e-05,0
29.88665474,0.4509558239,1.1,6,4.853761125e-05,4.853761125e-05,0
27.98873094,0.5316411052,1.1,6,3.983573366e-05,3.983573366e-05,0
26.39220279,0.6098994705,1.1,6,3.311007246e-05,3.311007246e-05,0
25.04346988,0.6844795681,1.1,6,2.789352662e-05,2.789352662e-05,0
23.89687746,0.7547265202,1.1,6,2.381647112e-05,2.381647112e-05,0
45,0.1080583763,1.1,6,0.0001352827964,0.0001352827964,0
41.34486401,0.1573741923,1.1,6,0.0001123961174,0.0001123961174,0
37.92115143,0.2187975265,1.1,6,9.180481227e-05,9.180481227e-05,0
34.8550689,0.2901999185,1.1,6,7.428870476e-05,7.428870476e-05,0
32.19756072,0.3681244086,1.1,6,6.003888185e-05,6.003888185e-05,0
29.93927821,0.4488875004,1.1,6,4.878932939e-05,4.878932939e-05,0
28.0368537,0.5294325799,1.1,6,4.004754774e-05,4.004754774e-05,0
26.43542604,0.6076381142,1.1,6,3.328478747e-05,3.328478747e-05,0
25.08197547,0.6822281067,1.1,6,2.803652936e-05,2.803652936e-05,0
23.93106476,0.752528484,1.1,6,2.393337632e-05,2.393337632e-05,0
45,0.1080579638,1.1,6,0.000135282894,0.000135282894,0
41.37444627,0.1569126679,1.1,6,0.0001125781694,0.0001125781694,0
37.96820161,0.2178315227,1.1,6,9.208141733e-05,9.208141733e-05,0
34.90967948,0.2887648648,1.1,6,7.459179348e-05,7.459179348e-05,0
32.25305689,0.3663165893,1.1,6,6.032636658e-05,6.032636658e-05,0
29.99194689,0.4468262846,1.1,6,4.904178199e-05,4.904178199e-05,0
28.08506346,0.5272287949,1.1,6,4.026024027e-05,4.026024027e-05,0
26.47875361,0.6053793813,1.1,6,3.346036362e-05,3.346036362e-05,0
25.12058858,0.6799775682,1.1,6,2.818030352e-05,2.818030352e-05,0
23.96535629,0.7503300321,1.1,6,2.405094402e-05,2.405094402e-05,0
45,0.1080575472,1.1,6,0.0001352829926,0.0001352829926,0
41.40378977,0.1564559576,1.1,6,0.0001127588114,0.0001127588114,0
38.0150126,0.2168740705,1.1,6,9.235681835e-05,9.235681835e-05,0
34.96415065,0.2873397854,1.1,6,7.489447196e-05,7.489447196e-05,0
32.30852074,0.3645179552,1.1,6,6.061416116e-05,6.061416116e-05,0
30.0446596,0.4447722053,1.1,6,4.929496266e-05,4.929496266e-05,0
28.13335959,0.5250297889,1.1,6,4.047380971e-05,4.047380971e-05,0
26.52218533,0.6031233078,1.1,6,3.363680243e-05,3.363680243e-05,0
25.15930931,0.6777279822,1.1,6,2.8324852e-05,2.8324852e-05,0
23.99975224,0.7481311892,1.1,6,2.416917741e-05,2.416917741e-05,0
45,0.1080571266,1.1,6,0.0001352830922,0.0001352830922,0
41.43289643,0.1560040027,1.1,6,0.0001129380538,0.0001129380538,0
38.06158458,0.2159250965,1.1,6,9.26310125e-05,9.26310125e-05,0
35.01848111,0.2859246377,1.1,6,7.519672837e-05,7.519672837e-05,0
32.36395066,0.3627285064,1.1,6,6.090225414e-05,6.090225414e-05,0
30.09741516,0.4427252914,1.1,6,4.954886492e-05,4.954886492e-05,0
28.1817415,0.5228356004,1.1,6,4.068825445e-05,4.068825445e-05,0
26.56572103,0.6008699304,1.1,6,3.381410535e-05,3.381410535e-05,0
25.19813775,0.6754793789,1.1,6,2.847017766e-05,2.847017766e-05,0
24.03425281,0.7459319805,1.1,6,2.428807965e-05,2.428807965e-05,0
45,0.1080567019,1.1,6,0.0001352831927,0.0001352831927,0
41.46176815,0.1555567449,1.1,6,0.0001131159067,0.0001131159067,0
38.10791775,0.214984528,1.1,6,9.290399708e-05,9.290399708e-05,0
35.07266956,0.2845193786,1.1,6,7.549855092e-05,7.549855092e-05,0
32.41934504,0.3609482424,1.1,6,6.119063402e-05,6.119063402e-05,0
30.15021235,0.4406855714,1.1,6,4.980348218e-05,4.980348218e-05,0
28.23020852,0.5206462682,1.1,6,4.090357277e-05,4.090357277e-05,0
26.60936052,0.5986192857,1.1,6,3.39922738e-05,3.39922738e-05,0
25.23707399,0.6732317884,1.1,6,2.861628335e-05,2.861628335e-05,0
24.06885821,0.7437324309,1.1,6,2.440765391e-05,2.440765391e-05,0
45,0.1080562732,1.1,6,0.0001352832942,0.0001352832942,0
41.49040682,0.1551141272,1.1,6,0.0001132923802,0.0001132923802,0
38.15401233,0.2140522926,1.1,6,9.317576952e-05,9.317576952e-05,0
35.12671474,0.2831239651,1.1,6,7.579992794e-05,7.579992794e-05,0
32.47470226,0.3591771623,1.1,6,6.147928924e-05,6.147928924e-05,0
30.20304995,0.4386530735,1.1,6,5.00588077e-05,5.00588077e-05,0
28.27876003,0.5184618311,1.1,6,4.111976283e-05,4.111976283e-05,0
26.65310362,0.5963714108,1.1,6,3.417130908e-05,3.417130908e-05,0
25.2761181,0.6709852414,1.1,6,2.876317188e-05,2.876317188e-05,0
24.10356863,0.7415325661,1.1,6,2.452790337e-05,2.452790337e-05,0
45,0.1080558404,1.1,6,0.0001352833967,0.0001352833967,0
41.51881431,0.1546760931,1.1,6,0.0001134674846,0.0001134674846,0
38.19986855,0.2131283188,1.1,6,9.344632741e-05,9.344632741e-05,0
35.18061536,0.2817383536,1.1,6,7.610084785e-05,7.610084785e-05,0
32.5300207,0.3574152646,1.1,6,6.17682082e-05,6.17682082e-05,0
30.25592675,0.4366278256,1.1,6,5.031483465e-05,5.031483465e-05,0
28.32739534,0.516282328,1.1,6,4.133682269e-05,4.133682269e-05,0
26.6969501,0.5941263429,1.1,6,3.435121248e-05,3.435121248e-05,0
25.31527017,0.6687397689,1.1,6,2.891084603e-05,2.891084603e-05,0
24.13838426,0.7393324114,1.1,6,2.464883117e-05,2.464883117e-05,0
45,0.1080554035,1.1,6,0.0001352835001,0.0001352835001,0
41.54699247,0.1542425871,1.1,6,0.0001136412297,0.0001136412297,0
